"customerkey","datefirstpurchase","fullname","gender","maritalstatus","city","country","stateprovincename"
24398,"2022-04-18","Brandon Davis","M","M","Newport Beach","United States","California"
24399,"2022-03-28","Katherine S Sanchez","F","M","N. Vancouver","Canada","British Columbia"
24400,"2022-12-15","Kaitlyn M Parker","F","M","Tacoma","United States","Washington"
24401,"2022-07-30","Douglas Rana","M","S","Bellflower","United States","California"
24402,"2022-12-18","Devin Alexander","M","S","Woodland Hills","United States","California"
24403,"2022-01-06","Gabriel Wright","M","M","Novato","United States","California"
24404,"2022-01-22","Bryant G Chapman","M","M","Burlingame","United States","California"
24405,"2022-01-22","Tara Rai","F","M","Burlingame","United States","California"
24406,"2022-12-20","Reginald Vazquez","M","M","Chula Vista","United States","California"
24407,"2022-11-13","Makayla Peterson","F","M","Daly City","United States","California"
24408,"2022-11-27","Jordan L Diaz","M","M","Daly City","United States","California"
24409,"2022-12-21","Jackson M Hernandez","M","S","Imperial Beach","United States","California"
24410,"2022-11-08","Sara D Sanders","F","S","Yakima","United States","Washington"
24411,"2022-03-22","Johnathan Sanchez","M","M","Beverly Hills","United States","California"
24412,"2022-05-06","Angelica Patterson","F","S","Coronado","United States","California"
24413,"2022-01-12","Nathan A Lewis","M","M","Imperial Beach","United States","California"
24414,"2022-01-20","Adam Edwards","M","S","Lemon Grove","United States","California"
24415,"2022-02-10","Kaylee A Ward","F","M","N. Vancouver","Canada","British Columbia"
24416,"2022-08-29","Oscar A Jenkins","M","M","Salem","United States","Oregon"
24417,"2022-01-08","Christopher A Harris","M","S","San Diego","United States","California"
24418,"2020-12-17","Brandon V Garcia","M","S","Sooke","Canada","British Columbia"
24419,"2022-04-27","Kaylee L Rivera","F","M","Berkeley","United States","California"
24420,"2022-01-23","Marcus R Price","M","M","Puyallup","United States","Washington"
24421,"2022-01-26","Seth P Kelly","M","M","Olympia","United States","Washington"
24422,"2022-04-21","Thomas E Lal","M","M","Concord","United States","California"
24423,"2022-03-28","Alyssa E Harris","F","M","Los Angeles","United States","California"
24424,"2022-03-21","Morgan Russell","F","M","West Covina","United States","California"
24425,"2022-01-04","Chloe L Ward","F","S","Bremerton","United States","Washington"
24426,"2022-10-21","Jordan L Russell","M","M","Beverly Hills","United States","California"
24427,"2022-01-18","Evelyn R Fernandez","F","S","City Of Commerce","United States","California"
24428,"2022-11-19","Hailey Price","F","M","Coronado","United States","California"
24429,"2022-02-17","Isabelle Hughes","F","S","Seattle","United States","Washington"
24430,"2022-05-29","Dalton Long","M","S","Concord","United States","California"
24431,"2020-12-10","Abigail C Morgan","F","M","Royal Oak","Canada","British Columbia"
24432,"2022-05-10","Dalton Reed","M","M","San Carlos","United States","California"
24433,"2022-01-25","Luis P Simmons","M","M","Los Angeles","United States","California"
24434,"2022-01-08","Jordan L Butler","M","M","Renton","United States","Washington"
24435,"2022-04-18","Mariah A Hughes","F","M","Beaverton","United States","Oregon"
24436,"2022-02-25","Jennifer Hernandez","F","M","Grossmont","United States","California"
24437,"2022-02-21","Nicole J Blue","F","S","Newport Beach","United States","California"
24438,"2023-01-16","Xavier Robinson","M","M","Lynnwood","United States","Washington"
24439,"2022-08-31","Xavier D Watson","M","M","Everett","United States","Washington"
24440,"2022-04-24","Jordyn Hughes","F","M","Lincoln Acres","United States","California"
24441,"2022-05-30","Tristan L Bryant","M","S","Yakima","United States","Washington"
24442,"2022-08-25","Briana J Gutierrez","F","M","Biloxi","United States","Mississippi"
24443,"2023-01-06","Edgar Suri","M","M","Chula Vista","United States","California"
24444,"2022-06-06","Elijah P Griffin","M","S","Grossmont","United States","California"
24445,"2022-05-30","Lauren R Brooks","F","M","West Covina","United States","California"
24446,"2022-06-16","Brianna Robinson","F","M","Berkeley","United States","California"
24447,"2022-03-05","Cody Morgan","M","M","Bellflower","United States","California"
24448,"2022-10-05","Amanda J Lopez","F","M","Kirkland","United States","Washington"
24449,"2022-05-14","Melanie T Simmons","F","M","Novato","United States","California"
24450,"2022-03-17","Isabel Long","F","M","Sedro Woolley","United States","Washington"
24451,"2022-04-13","Bailey Morgan","F","M","Seattle","United States","Washington"
24452,"2022-03-06","Megan C Coleman","F","M","Bellingham","United States","Washington"
24453,"2022-10-19","Cassie J Yuan","F","S","Newcastle","Australia","New South Wales"
24454,"2022-06-11","Carol L Zhou","F","S","East Brisbane","Australia","Queensland"
24455,"2022-04-15","Alejandro M Chander","M","M","Cranbourne","Australia","Victoria"
24456,"2022-07-23","Danny Ruiz","M","S","Port Macquarie","Australia","New South Wales"
24457,"2021-11-02","Meghan A Alonso","F","S","Malabar","Australia","New South Wales"
24458,"2021-11-08","Frederick S Rodriguez","M","S","Warrnambool","Australia","Victoria"
24459,"2021-11-19","Kristin C Carson","F","S","Caloundra","Australia","Queensland"
24460,"2021-11-17","Willie Nara","M","S","Townsville","Australia","Queensland"
24461,"2021-11-18","Ruth D Sai","F","S","Sydney","Australia","New South Wales"
24462,"2021-11-17","Donald C Fernandez","M","S","Wollongong","Australia","New South Wales"
24463,"2021-12-07","Kristen J Zheng","F","M","Lavender Bay","Australia","New South Wales"
24464,"2022-06-14","Joanna E Torres","F","S","Newcastle","Australia","New South Wales"
24465,"2021-11-28","Tara L Andersen","F","M","Melbourne","Australia","Victoria"
24466,"2021-12-01","Alexa A Travers","F","M","Caloundra","Australia","Queensland"
24467,"2021-12-08","Susan A He","F","S","Rhodes","Australia","New South Wales"
24468,"2021-11-28","Whitney F Patel","F","S","Cranbourne","Australia","Victoria"
24469,"2022-02-16","Roger Andersen","M","S","Rhodes","Australia","New South Wales"
24470,"2022-05-01","Clarence L Lal","M","M","Springwood","Australia","New South Wales"
24471,"2022-04-01","Ricardo L Chande","M","S","Cranbourne","Australia","Victoria"
24472,"2022-12-16","Jake M He","M","S","North Ryde","Australia","New South Wales"
24473,"2022-08-29","Marco K Rana","M","S","Wollongong","Australia","New South Wales"
24474,"2021-12-04","Rosa M Guo","F","S","Sydney","Australia","New South Wales"
24475,"2021-12-22","Gilbert Zhou","M","S","Bendigo","Australia","Victoria"
24476,"2021-11-28","Jared Brooks","M","M","Cranbourne","Australia","Victoria"
24477,"2021-12-26","Warren R Zeng","M","S","Findon","Australia","South Australia"
24478,"2021-12-14","Lindsay E Sharma","F","S","Goulburn","Australia","New South Wales"
24479,"2023-01-17","Desirée E Moreno","F","S","Malabar","Australia","New South Wales"
24480,"2021-12-08","Kelli A Liu","F","S","Melton","Australia","Victoria"
24481,"2021-12-11","Dennis K Sun","M","M","Gold Coast","Australia","Queensland"
24482,"2021-12-18","Roy A Ramos","M","M","Melton","Australia","Victoria"
24483,"2022-09-16","Arthur Kapoor","M","S","Coffs Harbour","Australia","New South Wales"
24484,"2021-11-28","Chad Anand","M","M","Cloverdale","Australia","South Australia"
24485,"2021-12-23","Franklin Ma","M","S","Coffs Harbour","Australia","New South Wales"
24486,"2022-02-01","Rafael Zeng","M","M","Chula Vista","United States","California"
24487,"2022-08-23","Samantha A Harris","F","S","Newton","Canada","British Columbia"
24488,"2022-12-22","Gavin Gonzales","M","S","Vancouver","Canada","British Columbia"
24489,"2022-04-13","Shelby Murphy","F","S","Haney","Canada","British Columbia"
24490,"2022-09-18","Dwayne J Suarez","M","M","Bremerton","United States","Washington"
24491,"2020-12-17","Kaitlyn M Russell","F","S","Sooke","Canada","British Columbia"
24492,"2022-03-03","Devin Lopez","M","S","Lakewood","United States","California"
24493,"2020-12-02","Seth Bennett","M","S","Newton","Canada","British Columbia"
24494,"2022-01-31","Rafael A Zhou","M","M","Coffs Harbour","Australia","New South Wales"
24495,"2023-01-14","Kellie M Ortega","F","S","Hervey Bay","Australia","Queensland"
24496,"2020-12-04","Katelyn A Mitchell","F","S","Sooke","Canada","British Columbia"
24497,"2022-02-04","Abigail James","F","S","Port Orchard","United States","Washington"
24498,"2022-06-10","Angela D Washington","F","S","W. Linn","United States","Oregon"
24499,"2022-05-21","Olivia Lewis","F","S","Spring Valley","United States","California"
24500,"2022-06-12","Seth Johnson","M","M","Puyallup","United States","Washington"
24501,"2020-12-27","Victoria V Garcia","F","S","Haney","Canada","British Columbia"
24502,"2021-12-06","Deb Price","M","M","Port Macquarie","Australia","New South Wales"
24503,"2021-12-17","Laura L Ma","F","M","Goulburn","Australia","New South Wales"
24504,"2021-12-12","Eddie C Navarro","M","M","Lane Cove","Australia","New South Wales"
24505,"2021-12-18","Clifford Gonzalez","M","M","Perth","Australia","South Australia"
24506,"2021-12-10","Jaime C Muñoz","F","M","South Melbourne","Australia","Victoria"
24507,"2022-09-14","Madison Garcia","F","S","Edmonds","United States","Washington"
24508,"2022-10-16","Alex F Phillips","M","S","Milwaukie","United States","Oregon"
24509,"2022-11-07","Emma F Long","F","S","Spokane","United States","Washington"
24510,"2022-10-03","Christian P Martinez","M","M","Walla Walla","United States","Washington"
24511,"2022-08-28","Logan Hall","M","S","Woodburn","United States","Oregon"
24512,"2022-07-13","Adrienne L Jiménez","F","S","Burlingame","United States","California"
24513,"2022-04-11","Alejandro Deng","M","M","Colma","United States","California"
24514,"2022-07-18","Jesse Phillips","M","M","Mill Valley","United States","California"
24515,"2022-12-20","Ian Jones","M","S","San Diego","United States","California"
24516,"2022-02-08","Rachel K Moore","F","S","Colma","United States","California"
24517,"2022-12-29","Brandon Harris","M","S","Daly City","United States","California"
24518,"2022-07-07","Stephanie Allen","F","S","Lakewood","United States","California"
24519,"2022-10-06","Carlos M King","M","M","Redwood City","United States","California"
24520,"2022-06-28","Joseph L Wilson","M","M","Burbank","United States","California"
24521,"2022-02-16","Jordyn Wood","F","S","Kirkland","United States","Washington"
24522,"2022-02-04","Alex Perez","M","M","Santa Monica","United States","California"
24523,"2022-02-07","Mariah G Coleman","F","M","Colma","United States","California"
24524,"2022-09-16","Megan L Lewis","F","M","Concord","United States","California"
24525,"2022-03-11","James L Nelson","M","M","Langford","Canada","British Columbia"
24526,"2022-02-25","Julian A Barnes","M","M","Lemon Grove","United States","California"
24527,"2022-02-27","Gavin Coleman","M","M","Santa Cruz","United States","California"
24528,"2022-02-04","Katherine Hernandez","F","S","Colma","United States","California"
24529,"2022-02-04","Jillian Martinez","F","S","Berkeley","United States","California"
24530,"2022-05-01","Franklin She","M","S","Burien","United States","Washington"
24531,"2022-07-19","Andres Xie","M","M","Paderborn","Germany","Hamburg"
24532,"2022-11-03","Phillip A Perez","M","M","Stuttgart","Germany","Saarland"
24533,"2022-12-30","Blake Long","M","S","Esher-Molesey","United Kingdom","England"
24534,"2022-03-03","Alisha Luo","F","M","Maidenhead","United Kingdom","England"
24535,"2022-07-14","David B. Shepard","F","M","Roncq","France","Nord"
24536,"2022-06-01","Cynthia A Perez","F","M","Kassel","Germany","Hessen"
24537,"2022-03-01","Cynthia Saunders","F","S","London","United Kingdom","England"
24538,"2022-11-26","Latasha E Diaz","F","S","Colombes","France","Hauts de Seine"
24539,"2022-04-21","Colin M Zheng","M","S","Versailles","France","Yveline"
24540,"2022-06-09","Janet L Martin","F","M","Bury","United Kingdom","England"
24541,"2022-12-18","Janet Sheperdigian","M","M","Warrington","United Kingdom","England"
24542,"2022-12-03","Arturo W Liang","M","S","Paris","France","Seine (Paris)"
24543,"2022-06-23","Arthur Moreno","M","S","Sèvres","France","Hauts de Seine"
24544,"2022-03-08","Kellie Romero","F","S","Berlin","Germany","Hessen"
24545,"2022-09-26","Douglas Raman","M","S","Warrington","United Kingdom","England"
24546,"2022-04-15","Adam Hughes","M","M","Runcorn","United Kingdom","England"
24547,"2022-06-24","Dana Gomez","F","S","Braunschweig","Germany","Nordrhein-Westfalen"
24548,"2022-05-19","Crystal Liu","F","M","Paderborn","Germany","Nordrhein-Westfalen"
24549,"2022-04-25","Darryl T Li","M","S","Berkshire","United Kingdom","England"
24550,"2022-02-04","Randy R Ma","M","M","London","United Kingdom","England"
24551,"2022-02-25","Molly Malhotra","F","M","Bobigny","France","Seine Saint Denis"
24552,"2022-12-03","Ross M Carlson","M","M","Pantin","France","Seine Saint Denis"
24553,"2022-12-23","Michele A Ashe","F","M","Hof","Germany","Bayern"
24554,"2022-08-12","Deanna Fernandez","F","M","London","United Kingdom","England"
24555,"2022-08-11","Lacey A Chande","F","M","Oxford","United Kingdom","England"
24556,"2022-06-23","Claudia Yang","F","S","Paris La Defense","France","Hauts de Seine"
24557,"2022-05-29","Franklin M Lin","M","S","Wokingham","United Kingdom","England"
24558,"2022-04-28","Savannah R Brooks","F","M","Billericay","United Kingdom","England"
24559,"2022-09-30","Adrienne Suarez","F","M","Cergy","France","Val d'Oise"
24560,"2022-12-20","Veronica Fernandez","F","M","Metz","France","Moselle"
24561,"2022-02-07","Megan Sherman","M","S","Saarbrücken","Germany","Saarland"
24562,"2022-10-03","Ricky Rubio","M","S","Hamburg","Germany","Hamburg"
24563,"2022-07-26","Adriana Rodriguez","F","M","Kassel","Germany","Hessen"
24564,"2022-10-02","Johnny L Andersen","M","S","Dresden","Germany","Hessen"
24565,"2022-07-16","Theodore J Navarro","M","S","Salzgitter","Germany","Hessen"
24566,"2022-11-21","Kara E Nara","F","S","York","United Kingdom","England"
24567,"2022-03-20","Alison W Deng","F","M","Paris","France","Seine (Paris)"
24568,"2022-07-10","Jose F Mitchell","M","S","Gateshead","United Kingdom","England"
24569,"2022-05-28","Bob S Gonzalez","M","M","Oxford","United Kingdom","England"
24570,"2022-11-24","Karen Guo","F","S","Bobigny","France","Seine Saint Denis"
24571,"2022-12-28","Roberto Navarro","M","S","Les Ulis","France","Essonne"
24572,"2022-04-16","Carolyn A Martinez","F","M","Bonn","Germany","Nordrhein-Westfalen"
24573,"2022-05-20","Colin W Rai","M","M","London","United Kingdom","England"
24574,"2022-08-07","Alison K Yuan","F","S","High Wycombe","United Kingdom","England"
24575,"2022-12-09","Arturo M Zhu","M","S","Kirkby","United Kingdom","England"
24576,"2022-07-11","Jake L Hu","M","S","Leeds","United Kingdom","England"
24577,"2022-05-21","Gilbert Lal","M","S","Woolston","United Kingdom","England"
24578,"2022-11-06","Meredith Y Lopez","F","S","Saint-Denis","France","Seine Saint Denis"
24579,"2022-12-16","Trevor G Alexander","M","S","Bottrop","Germany","Nordrhein-Westfalen"
24580,"2022-08-23","Wesley M Zhao","M","M","Solingen","Germany","Nordrhein-Westfalen"
24581,"2022-10-28","Reginald A Diaz","M","M","Oxford","United Kingdom","England"
24582,"2022-06-12","Marie A Sai","F","M","Woolston","United Kingdom","England"
24583,"2022-06-16","Roy R Chandra","M","S","York","United Kingdom","England"
24584,"2022-06-06","Ronnie Liang","M","S","Rhodes","Australia","New South Wales"
24585,"2021-12-18","Harold Patel","M","M","Bendigo","Australia","Victoria"
24586,"2021-12-10","Jerry M Luo","M","S","Gold Coast","Australia","Queensland"
